create_date,price,text,phone_model,factory_price,maker,price_index
2016-10-01  10 11 00 AM,80000.0,갤럭시 노트3 액정파손 8만원 갤럭시 노트3 액정파손 8만원 부산시 동구 초량갤럭시노트3 lg 제품입니다이건 남편이 작년에 새제품 구매했다가 2주만에 잃어버렸는데 어느 미친x이 액정만 저렇게 파손시켜서우체통에 넣어서 다시 저희한테 오게되었어요 이미 새 폰을 구매한 뒤라 놔뒀다가 담에 고쳐쓰려고했는데 갖고있으면 시세만 계쏙떨어지니 그냥 판매합니다 as센터 가보니 수리비 12~14만원 사이라고합니다밑에 사진 자세히봐주세요갤럭시 노트3 lg 제품입니다 액정파손보시면 카메라나 중요한 부분은 흠을안냈어요as센터가서 다 확인받았습니다 수리비 12~14 사이라고 하셨어요새로사고 2주만에 잃어버린거라 사용감은 거의없다고보면되요액정만 고쳐서 사용하면 거의 새폰이지싶습니다8만원에 팔아요부산시 동구 초량,galaxy note3 32gb,1067000,samsung,103.05
2016-10-05  9 29 00 AM,80000.0,갤럭시 노트3 액정파손 8만원 갤럭시 노트3 액정파손 8만원 부산시 동구 초량갤럭시노트3 lg 제품입니다이건 남편이 작년에 새제품 구매했다가 2주만에 잃어버렸는데 어느 미친x이 액정만 저렇게 파손시켜서우체통에 넣어서 다시 저희한테 오게되었어요 이미 새 폰을 구매한 뒤라 놔뒀다가 담에 고쳐쓰려고했는데 갖고있으면 시세만 계쏙떨어지니 그냥 판매합니다 as센터 가보니 수리비 12~14만원 사이라고합니다밑에 사진 자세히봐주세요갤럭시 노트3 lg 제품입니다 액정파손보시면 카메라나 중요한 부분은 흠을안냈어요as센터가서 다 확인받았습니다 수리비 12~14 사이라고 하셨어요새로사고 2주만에 잃어버린거라 사용감은 거의없다고보면되요액정만 고쳐서 사용하면 거의 새폰이지싶습니다8만원에 팔아요부산시 동구 초량,galaxy note3 32gb,1067000,samsung,103.05
2017-03-24  4 24 00 PM,80000.0,갤럭시 폴더  블랙 8만 최저로 판매중  상태s급 블랙 55 갤럭시폴더 최저가로 8만 팝니다   정상해지된제품이구요충전기도 서비스로드립니다  상태는 보시다시피 s급입니다 ,galaxy folder 8gb,297000,samsung,95.96
2016-10-08  6 43 00 PM,80000.0,갤럭시4 e300 화이트+배터리팩+케이스 8에 팝니다  화이트 원하시면 안전거래 가능합니다 연락주세용 전주는 직거래 가능합니다 ,galaxy s4 32gb,954800,samsung,103.05
2016-10-19  3 30 00 PM,80000.0,"갤럭시s3 본체, 충전기, 이어폰, 보조밧데리 풀셋트 갤럭시s3 정상해지폰테두리 및 뒷면 생활기즈 있구요본체, 충전기, 이어폰, 보조밧데리 풀셋트김해 직거래 8만99",galaxy s3 3g 8gb,904200,samsung,103.05
2016-10-19  4 45 00 PM,80000.0,갤럭시s4 e330l  단품 화이트골드 택포8만원 화이트골드 아주 깨끗한데살짝 흠집이 있네요 ㅠㅠㅠ정상 해지 상태이구요직거래는 강릉만 입니다~택배거래 환영합니다~ㅎㅎ,galaxy s4 32gb,954800,samsung,103.05
2016-10-18  3 11 00 PM,80000.0,"갤럭시s4 lg입니다 
	                            직접거래
	                         대구 갤럭시s4 입니다 통신사lg입니다8만원에 판매 테두리 생활스크레치 있습니다액정에는 이상없이 잘됩니다",galaxy s4 32gb,954800,samsung,103.05
2016-10-01  6 17 00 PM,80000.0,"갤럭시s4 s급 lgu+ 팝니다 다른 sk폰이 있어 거의 사용하지않아 s급입니다
구성품은 찾아봐서 있으면 드리고 우선 폰만 8만원에 판매합니다
연락은 09 로 주시면됩니다 ",galaxy s4 32gb,954800,samsung,103.05
2017-03-23  11 36 00 PM,80000.0,갤럭시s4 액티브 a급 판매합니다 갤럭시s4 액티브 갤럭시 s4 액티브 a급 판매합니다서브폰으로 사용한거라 전체적으로 양호 좋습니다베터리 2개 이어폰빼고 다 있습니다 방수됩니다  번인현상이나 액정 기스같은거 전혀 없습니다인천 계양구 작전동에서 직거래됩니다54 문의주세요 8만판매,galaxy s4 32gb,954800,samsung,95.96
2017-03-22  10 24 00 AM,80000.0,"갤럭시노트2 블랙 갤노트2 32기가 8만 a급 직접거래 다른 폰도 판매중이니 닉네임 눌러서 확인해보세요~필독예약 취소가 많아 입금 순으로 거래를 진행하고 있습니다 예약 문의는 안받습니다 댓글은 확인 못하니문자 or 카톡으로 연락주세요1 기종 - 갤럭시노트22 내부저장용량 - 32기가3 가격 - 16만4 통신사 - sk5 외관상태 - a급 상단에 찍힘 한방 있습니다 그 외에는 전체적으로 기스없이 깨끗합니다 6 구성품 - 기기단품7 직거래지역 - 신설동역, 그외 택배 거래 착불 발송 됩니다 직거래시 쓰던폰 판매하시고 차액으로 구입 가능하니문의주시기 바랍니다~파손폰도 매입가능단, 화면이 켜지지않을 시 x 카톡 - ssanmai",galaxy note 2 32gb,1089000,samsung,95.96
2016-10-20  1 39 00 PM,80000.0,"갤럭시알파 가격내림 8만 수원,용인  갤럭시알파 갤럭시알파 팝니다낮에는 용인 기흥구청앞이구요 저녁 퇴근후엔 7시  수원 연무시장 근처입니다직거래 원하고요 택배는 착불입니다정상해지폰이구요 유심끼우면 바로사용 가능합니다강화유리필름 붙히고 케이스끼워사용해서생활기스외에 찍힘이나 깨짐없습니다금요일 저녁이후 거래가능합니다구성품은   본체+배터리2개+배터리충전케이스 +케이스2개+강화유리필름3개 입니다",galaxy alpha 32gb,748000,samsung,103.05
2017-03-20  1 55 00 PM,80000.0,구매-스마트폰  lg g 프로2f350s _와인or실버 직접거래 ,wine smart jazz 4gb,242000,lg,95.96
2016-04-13  11 27 00 AM,80000.0,"노키아 루미아 635 호주판+유심 44$스타터팩 같이 팔아요   중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디anais420이메일거주지역경북 대구판매 제품명노키아루미아 635 호주판, 유심 스타터팩 44불구입시기2016년 3월희망가격7만거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명사진및 상세내용자 전 거 거래시 차대번호 필수  미 기재시 삭제처리 위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다 워킹홀리데이 할때올 3월 딕스미스에서 산 노키아 루미아 635랑 호주 프리페이드 44$ 스타터팩 유심입니다 유심은 한 번도 사용하지 않았고,휴대폰은 공장 초기화 상태로 돌렸습니다  정말로 신품에 가깝습니다  휴대폰을 구입해서 돌려보고 실사용하기 전에, 한국으로 출국했습니다  영수증 같이 드리겠습니다 구미역대구역에서 직거래하셔도 되고, 택배거래도 가능합니다 워홀가시기 전에 폰 미리 준비하실분에게 추천합니다 합쳐서 7만원이고 쿨거래시 택배비 포함합니다 ",galaxy s4 32gb,954800,samsung,102.59
2016-10-15  3 03 00 PM,80000.0,"노트2 팔아요 
	                            직접거래
	                         계좌이체 시 선입금을 유도할 경우 안전한 거래인지 다시 한 번 확인해주세요 노트2 티타늄그레이구성품 폰과 밧데리3개 이어폰 박스 입니다사진상세히 찍었습니다롸잇나우 정상작동 확인했습니다순천 광양 직거래 됩니다택배거래 됩니다 05 8만원에 팝니다연락주세요 거래해온 내역 보시고결정해주세요참고로 저는 지4 사려다 20 만언 사기당했습니다ㅠㅡㅠ노트2 갤럭시노트 갤노트 노트 노트7 노트4 노트5 노트3",galaxy note 2 32gb,1089000,samsung,103.05
2016-10-20  11 12 00 AM,80000.0,"노트3 확정기변 가능한 공기계입니다 전투형 8만원 
	                            직접거래
	                         싸게파는이유는요사무실앞까지 오셔야하고요빠른거래위해서 싸게팝니다사실 이것저것 설명하기도 귀찮고요~선택약정 20% 가능한 단말기 입니다 imei 조회 가능합니다 서울용산 삼구빌딩 앞에서만 직거래하고요오전9~오후5시 사이에만 합니다본체 배터리2개 펜 이렇게 있습니다",galaxy note3 32gb,1067000,samsung,103.05
2017-03-22  10 20 00 AM,80000.0,"대구 직거래  갤럭시 그랜드맥스 g720 ss급 팝니다  선택약정가능 kt정상해지 화이트 kt정상해지 그랜드맥스 입니다  sk랑 kt는 같이 사용가능합니다  u+는 사용불가 선택약정가능 무기스이며 액정잔상 하나도 없고, 그랜드맥스는 사용하다보면 액정 물자국들이 많이보이는데물자국도 없습니다 구성품은 정품충전기 + 정품이어폰 풀박입니다 직거래는 대곡역 앞에서 가능하구요   타지역은 택배 가능",galaxy grand max 16gb,310000,samsung,95.96
2016-10-14  2 35 00 PM,80000.0,베가 아이언2 화이트 a910l <서울직거래> 가격에 비해 스펙쩌는 베가아이언 팝니다 천호역직거래하구여  연락주세여 충전기랑 이어폰도 드릴게여 8마넌에 ,vega iron2 32gb,783200,pantech,103.05
2016-10-07  1 38 00 PM,80000.0,"베가아이언2 화이트 유플러스 <서울직거래> 유플용이구여 ,,,,,,베가아이언2 여분밧데리 하나더잇어요 상태는 멀쩡하구 깨끗한편입니다  연락주세여 
천호역직거래합니다 ",vega iron2 32gb,783200,pantech,103.05
2016-10-08  3 41 00 PM,80000.0,"베가아이언2 화이트 유플러스 <서울직거래> 유플용이구여 ,,,,,,베가아이언2 여분밧데리 하나더잇어요 상태는 멀쩡하구 깨끗한편입니다  연락주세여 
천호역직거래합니다 ",vega iron2 32gb,783200,pantech,103.05
2016-10-10  12 22 00 PM,80000.0,"베가아이언2 화이트 유플러스 <서울직거래> 유플용이구여 ,,,,,,베가아이언2 여분밧데리 하나더잇어요 상태는 멀쩡하구 깨끗한편입니다  연락주세여 
천호역직거래합니다 ",vega iron2 32gb,783200,pantech,103.05
2016-10-11  1 44 00 PM,80000.0,"베가아이언2 화이트 유플러스 <서울직거래> 유플용이구여 ,,,,,,베가아이언2 여분밧데리 하나더잇어요 상태는 멀쩡하구 깨끗한편입니다  연락주세여 
천호역직거래합니다 ",vega iron2 32gb,783200,pantech,103.05
2017-03-24  10 29 00 AM,80000.0,부산 정상해지 skt 갤럭시폴더 싸게팝니다  직접거래 판매 상품 사진 및 상세 설명을 적어주정상해지 공기계 상태입니다폰상태는 사진처럼 생활 기스 있습니다작동은 문제없이 다 잘 됩니다구성품은 본체 단품만 있습니다선택약정할인 가입 가능합니다8만원에 팝니다 부산 직거래 원합니다,galaxy folder 8gb,297000,samsung,95.96
2017-03-23  10 40 00 AM,80000.0,부산 정상해지 skt 갤럭시폴더 싸게팝니다  직접거래 판매 상품 사진 및 상세 설명을 적어주정상해지 공기계 상태입니다폰상태는 사진처럼 생활 기스 있습니다작동은 문제없이 다 잘 됩니다구성품은 본체 단품만 있습니다선택약정할인 가입 가능합니다8만원에 팝니다 부산 직거래 원합니다,galaxy folder 8gb,297000,samsung,95.96
2016-10-22  12 42 00 PM,80000.0,"상태 좋은 갤럭시 노트2 sk 32gb 정상해지 팝니다  8만원 갤럭시 노트2 sk 정상해지 노트2 sk 정상해지 풀박스 팝니다 화면 오른쪽 아래 약간 금, dmb 안테나쪽에 살짝 상처있고요 그 외엔 깨끗합니다 클리어 케이스와 강화유리 새것 하나씩 드립니다 용인 수지 또는 수원 영통 직거래가능합니다 택배거래도 가능합니다  택포는 80,000원입니다 문자주세요 ",galaxy note 2 32gb,1089000,samsung,103.05
2016-10-24  5 33 00 PM,80000.0,"서울  갤럭시4s 판매 skt 정상해지 
박스,충전기,배터리 케이스 없음  서울시 동작구 흑석동skt 정상해지박스,충전기,배터리 케이스 없음",galaxy s4 32gb,954800,samsung,103.05
2016-10-04  12 25 00 PM,80000.0,"서울  아이폰4s 32기가 팔아요   
	                            직접거래
	                         ",iphone 4s 32gb,946000,apple,103.05
2016-10-04  12 25 00 PM,80000.0,"서울  아이폰4s 32기가 팔아요   
	                            직접거래
	                         ",iphone 4s 32gb,946000,apple,103.05
2017-03-22  12 26 00 AM,80000.0,"서울, 경기  갤럭시 그랜드맥스 g720  정상해지폰 특a급 풀박 팝니다  8만원 갤럭시 그랜드맥스 갤럭시 그랜드맥스 화이트 &gt; 8만원3사 사용가능, 정상해지 공기계20% 요금할인, 선택약정, 기기변경, 유심변경 모두 가능구성품  본체, 배터리 1개, 충전 콘센트, usb 케이블, 이어폰 커버 이어폰은 낡아서 제외합니다  어머니가 케이스에만 넣어서 사용하시던거라 찍힘, 스크래치 전혀 없는 완전 a급 공기계입니다 서울 면목동, 문정동, 양주, 의정부,안양 직거래 가능통화는 어려우니 문자주세요 네고문의는 정중히 거절합니다 직거래 우선하며 택배거래시 택배비는 구매자 부담이고 교환, 반품 절대 불가능합니다 ",galaxy grand max 16gb,310000,samsung,95.96
2016-10-18  4 54 00 PM,80000.0,"서울,대전 갤럭시 알파 화이트 a급 팔아요 
	                            직접거래
	                         ㅇ옆라인 찍힘 조금 있고요액정은 흠집하나 없이아무 문제 없습니다박스와 정품 커버, 거치대,밧데리 두개 다 있습니다아이폰 대항마로 나왔던 폰이라 확실히 다릅니다 연락주세요",galaxy alpha 32gb,748000,samsung,103.05
2017-03-18  1 27 00 AM,80000.0,스카이아임백 im-100s 팝니다 안성 직거래 스톤제외 풀박스 입니다  아임백 팝니다 sk통신사 입니다 스톤이 없습니다   스톤 제외 나머지 물품 다 있습니다  외관은 좀 험하게 썻습니다  액정 깨짐은 없습니다  양쪽 네군데 크랙 있씁니다 나머지는 멀쩡히 작동 합니다  20프로 약정 할인 가능 합니다  정상 해지 공기계 입니다  가격은 8만원 입니다 직거래시 안성 직거래 합니다  택배 거래를 원하시면 택배 거래 도 합니다 ,im-100 32gb,449900,sky,95.96
2016-03-28  10 25 00 AM,80000.0,"신용카드 무선단말기 smt-7500 
	                            직접거래
	                         중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디이메일싸이,블로그,타카페,타사이트 링크시 삭제 및 강퇴거주지역도,시,동까지 정확히 기재판매 제품명구입시기년,월 기재희망가격정확히 기재   3만~4만등의경매 유도글삭제 거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명신용카드 무선단말기 smt-7500 판매합니다 한번도 사용안한 제품입니다  사정상 판매합니다  이어폰,목끈,공용지 포함입니다  공용지 8롤이나 있습니다  택배비 포함80000원입니다  연락처   위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다 ",g4 32gb,825000,lg,94.9
2016-10-25  1 29 00 AM,80000.0,"아이폰 5c 초록이 8만원에 판매합니다  중고물품 아이폰5c 초록이 8만원에 판매합니다 16기가  보시다시피 사용감있어요 그리고 음량버튼중에 소리내리는 버튼이 안눌러집니다수리하셔서 쓰셔도 되는데 저는 노래나 동영상 재생할때 어차피 터치로 소리조절할수 있어서 그냥 썼습니다1년정도 사용한 기기입니다 다른거 없이 기기만 판매해요파손폰이 3,4만원대인것을 감안해서 가격책정은 한거구요 뒷면에 기스는 좀 나있는편이지만 그에비해 액정은 잔기스 하나 없이 깨끗합니다 직거래는 홍대입구에서 가능한데 아무래도 직장때문에 택배거래가 편할것 같습니다 sk 썼었는데 약정 다끝나서 깨끗한 공기계입니다 ",iphone 5 16gb,484000,apple,103.05
2016-10-04  12 21 00 PM,80000.0,"아이폰 5s 16gb 부품폰 팝니다 아이폰 5s 16gb 부품폰 고쳐보려고 산건데, 도저히 못고치겠습니다 펌웨어 복원시 에러코드 1 혹은 50 뜹니다  베이스밴드 문제익서 같구요  그 이상은 저도 테스트를 못해봤습니다 고칠 수 있다 생각해서 10만원에 사왔는데, 8만원에 내놓습니다 기계만 갑니다  참고로 외국폰입니다  락은 안걸려있구요  24로 문자 주세요~",iphone 5s 16gb,814000,apple,103.05
2016-10-24  9 53 00 AM,80000.0,아이폰4s 16기가 판매합니다  아이폰4s 16기가 판매합니다  아이폰4s 16기가 판매합니다 사진과 같이 매우 깨끗합니다 모서리만 생활기스 있습니다 정상해지된 공기계입니다 본체+케이블+충전기 8만원 판매합니다 성남 수진역 직거래 및 택배거래 가능합니다 ,iphone 4s 16gb,814000,apple,103.05
2016-09-05  2 19 00 PM,80000.0,"아이폰4s 32gb 상태 s급 일본au 정상해지폰 팝니다  
	                            직접거래
	                         ",iphone 4s 32gb,946000,apple,103.05
2016-10-21  9 00 00 PM,80000.0,"아이폰5s 팝니다~ 16기가골드 
					 아이폰 5s 입니다  전체적인 외관상태는 좋습니다  후면카메라가 작동되지않습니다 셀카 많이쓰시는분들, 아이폰사용하고싶으신분들, 서브폰이 필요하신분들에게 매우 알맞은 폰이라 생각됩니다  더묻고싶으신게있으시다면 카톡 qag8658로 연락주시면 됩니다 ",iphone 5s 16gb,814000,apple,103.05
2017-03-21  3 35 00 PM,80000.0,"아이폰6 골드 부품용팝니다 보드고장  보드고장 아이폰6 16g 골드단품  정상해지 공기계 부품용입니다 상태는 사진 참고 하세요   겉상태는 사진에 보시는것같이 기스 3군데정도있습니다  이외 작은 생활기스 포함  앞면에 방탄필름 붙어있으며, 액정상태는 a급인거같네요  본인판단    기계는 메인보드 불량입니다 지금 저 화면에서 안넘어갑니다    복구하기위해서 10번정도 시도하였으나 실패  현재 정상해지 공기계 이고 16g 입니다 금액은 네고없이 8만이며, 직거래 우선으로 합니다 택배거래보다는 직거래 우선합니다 지역은 인천광역시 간석,주안,구월 에서만합니다   문자나 전화주시면되고, 전화주시기전에 문자한통 미리 주시면감사하겠습니다 ",iphone 6 16gb,789800,apple,95.96
2017-03-19  3 44 00 PM,80000.0,아임백 im-100s  안성직거래 8만원 급처 스카이 아임백 팝니다 sk통신사 입니다 스톤이 없습니다   스톤 제외 나머지 물품 다 있습니다 외관은 좀 험하게 썻습니다  액정 깨짐은 없습니다  양쪽 네군데 크랙 있씁니다 나머지는 멀쩡히 작동 합니다 20프로 약정 할인 가능 합니다 정상 해지 공기계 입니다 가격은 8만원 입니다 직거래시 안성 직거래 합니다  택배 거래를 원하시면 택배 거래 도 합니다 ,im-100 32gb,449900,sky,95.96
2017-03-21  10 23 00 PM,80000.0,아임백 im-100s  안성직거래 8만원 급처 스카이 아임백 팝니다 sk통신사 입니다 스톤이 없습니다   스톤 제외 나머지 물품 다 있습니다 외관은 좀 험하게 썻습니다  액정 깨짐은 없습니다  양쪽 네군데 크랙 있씁니다 나머지는 멀쩡히 작동 합니다 20프로 약정 할인 가능 합니다 정상 해지 공기계 입니다 가격은 8만원 입니다 직거래시 안성 직거래 합니다  택배 거래를 원하시면 택배 거래 도 합니다 ,im-100 32gb,449900,sky,95.96
2016-10-25  1 56 00 PM,80000.0,"옵티머스g3 f400l 입니다 
	                            직접거래
	                         단품이고 해서 싸게 팝니다  검색해보시면 거의 최저가 일꺼에요상태는 모든 기능 다 잘되고 테두리 사용감 있습니다  8만원에 에눌없이 팝니다 직거래 서울 강서~양천 택배거래도 가능한데요 착불로 보낼께요칠육",optimus g 32gb,968000,lg,103.05
2017-03-21  10 40 00 AM,80000.0,와인 스마트폰 재즈 울산  f610 째즈폰  폴더폰 팝니다  a~b+급 와인 스마트폰 재즈 울산  f610 째즈폰  폴더폰 팝니다  a~b+급 ,wine smart jazz 4gb,242000,lg,95.96
2016-10-18  11 58 00 AM,80000.0,와인스마트3g 블랙 단품 8만원 t480k 제품설명,wine smart jazz 4gb,242000,lg,103.05
2016-10-24  1 23 00 PM,80000.0,"와인스마트째즈 단품 브라운 8만원 f610s 제품설명모델   와인스마트째즈색상   브라운메로리   8gb구성품   단품as기간   2017년4월21일통신사   sk 3사사용가능 상품평가   액정기스없은 테두리찍힘없은 전화,인터넷,사진,버튼 일반기능 정상작동확인 완료한제품입니다  자세한 사항은 문자보다는 전화주세요 직거래   서울시 성북구 정릉동 매장방문택배거래   입금확인후 송장보내드리며 택배비는 판매자가 부담합니다 감사합니다 h p 39",wine smart jazz 4gb,242000,lg,103.05
2017-03-19  5 50 00 PM,80000.0,"와인폰f480   skt 정상해지  상태a급  팝니다  상태  a급 와인폰와인스마트폰 f480 색상  블랙skt 정상해지 단말기입니다 또 궁금해하시는것 상태  그냥 s급이라고 보시면됩니다  실사용기간도 얼마안됩니다 구성품  단말기블랙 가격  8만입니다 거래방식  안양1번가 국민은행 앞에서 직거래합니다  쿨거래 환영합니다 정안되시는분에 한해서만 선입금 후 택배보내드립니다 못믿으시고 정원하신다면민증 뒷자리가리고 사진찍어서 보내드립니다  계좌도 확인시켜드립니다  판매자 번호  영업직이라서 댓글은빠른 확인이 어려우니, 전화나 문자주시면 바로바로 답변가능합니다 ",wine smart jazz 4gb,242000,lg,95.96
2017-03-19  11 32 00 AM,80000.0,"인천직거래 갤럭시s4나,노트2~3네오구입합니다  갤럭시s4 인천직거래 갤럭시s4나,노트2~3네오구입합니다 상태에따라 4~7만원에 구입합니다 인천 부평역 직거래로 구입하구요sk,kt 다구입합니다53연락주세요 ",galaxy note 2 32gb,1089000,samsung,95.96
2016-10-23  11 44 00 PM,80000.0,인천직거래로 갤럭시s4삽니다 s4삽니다 인천직거래로 갤럭시s4삽니다통신사상관없구요x최대5~8만원중고폰 매입하는사람보다 많이드립니다 갤럭시s4가 급하게 여러대 필요하여 구입합니다 단 e330모델이여야합니다 직거래는 무족건 부평역에서 합니다 다른곳에서 거래원하신다면 정중히 사양하구요상태직접보고 가격판단드립니다 댓글이나 쪽지나 안전번호로 문의주세요~,galaxy s4 32gb,954800,samsung,103.05
2017-03-17  1 02 00 PM,80000.0,저렴한중고 옵-지프로2 f350s  8만원 직접거래 비닐도 안떼고 쓴깨끗한중고지프로2 팔아요skt정상해지 공기계 입니다실사용 15개월 구성품은 사진에 있는대로 입니다상태 너무 좋습니다  자신해요dmb안테나 꼬다리만 뿌라졌네요~ ㅠ ㅠ부천 직구가능하구요   8만원에 가져가세요 전화나 문자 주세요,g pro2 32gb,999000,lg,95.96
2016-10-26  11 56 00 AM,80000.0,"정상해지 노트2화이트 8 액정깨끗 노트2화이트 lgu+ 노트2 정상해지상태- 액정 a급, 외관 b급  케이스끼면 새것같음 기능-와이파이,데이터,gps 등등 모두 정상구성-본체,중고 케이스,이어폰,충전택배우선 반품가능 ",galaxy note 2 32gb,1089000,samsung,103.05
2016-10-08  8 53 00 PM,80000.0,지프로2 g pro 2 lgu플레스용 판매 ㅇ라ㅓㅇㄹ 지프로2 lg유플러스 기기 팝니다검은색이며 상태 아주 좋습니다약간의 찍힘만 있습니다 가격은 8만원입니다기능 모두 정상작동하며와이파이 잘됩니다 배터리 거치대까지 배터리3개 포함입니다,g pro2 32gb,999000,lg,103.05
2017-03-21  4 07 00 PM,80000.0,"판매완료  갤럭시노트2 블랙 갤노트2 32기가 8만 a급 직접거래 다른 폰도 판매중이니 닉네임 눌러서 확인해보세요~필독예약 취소가 많아 입금 순으로 거래를 진행하고 있습니다 예약 문의는 안받습니다 댓글은 확인 못하니문자 or 카톡으로 연락주세요1 기종 - 갤럭시노트22 내부저장용량 - 32기가3 가격 - 8만4 통신사 - sk5 외관상태 - a급 상단에 찍힘 한방 있습니다 그 외에는 전체적으로 기스없이 깨끗합니다 6 구성품 - 기기단품7 직거래지역 - 신설동역, 그외 택배 거래 착불 발송 됩니다 직거래시 쓰던폰 판매하시고 차액으로 구입 가능하니문의주시기 바랍니다~파손폰도 매입가능단, 화면이 켜지지않을 시 x 카톡 - ssanmai",galaxy note 2 32gb,1089000,samsung,95.96
2016-10-19  11 42 00 AM,80000.0,"하웨이 y6 화이트 상태s급 8만원에 팝니다~ 유심기변  lgu+ 하웨이 y6 유심기변용 팝니다~ 문의  주세요 판매가   80,000원",y6 8gb,154000,huawei,103.05
2016-03-20  12 11 00 PM,80000.0,"해외판 삼성z1 타이젠os 레드와인 s급 풀박 판매 - 8만 s급 중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디nstop_이메일nstop_naver com거주지역경기도 의정부판매 제품명삼성z1 레드와인구입시기2015년 8월희망가격8만원  80,000원  거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명사진및 상세내용자 전 거 거래시 차대번호 필수  미 기재시 삭제처리 가격은 8만원이며, 3g 전용 단말기입니다  sktkt 유심으로 사용이 가능한걸로 알고있습니다  전 skt로 이용했습니다  서브로 집에서만 테스트용으로 사용했기에, 상태는 자부할 수 있습니다 최신버전 타이젠os 탑재되어 있습니다  전면엔 제가 직접 보호필름을 잘라서 임시로 부착후 사용했습니다  뜯으면 기스 하나도 없습니다 구성품은 본체, 박스, 배터리 1개, 이어폰 미사용 , 전용충전기 미사용  입니다 구매를 원하시면로 문자 부탁드립니다  네고 현장네고 포함 , 교환, 흥정 모두 받지 않습니다 택배거래시, 선입금 후 선불택배로 진행됩니다  직거래 지역은 의정부 입니다  직거래시 차비 3,000원 차감해드립니다 또한 택배거래시, 거래후 환불이 불가능하다는것에 동의한것으로 간주합니다 위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다 ",wine smart jazz 4gb,242000,lg,94.9
2017-03-24  10 57 00 AM,80000.0,"홍미노트 3프로 퀄컴판 은색  핸드폰 홍미노트 3프로 퀄컴판 16기가 램 2기가 판매합니다 사용기간은 2016년 4월부터 2016년 12월로 약 8-9개월 정도 동생이 사용했습니다 사진첨부한 것과 같이 왼쪽아래 왼쪽 위약간 찌그러짐 있습니다 사진으로 찍은 것보다는 크게 티나지 않습니다  그 외에 액정이나 뒷면 모두 필름과 케이스를 써서 깨끗합니다 이어폰빼고 풀박스입니다 이어폰이 원래 있었나 잘 기억이 안나네요 ,,ㅎㅎ충전기는 우리나라꺼 챙겨드리겠습니다  필요하시면 쓰던 케이스 드릴게요 직거래는 전북 전주에서 가능하며 택배거래도 가능합니다직거래 8, 택배거리 8 5 입니다 연락처는 이며 문자나 전화등 편하게 연락주세요",galaxy note3 16gb,1067000,samsung,95.96
2016-06-12  3 08 00 PM,80000.0,"화웨이 y6 새제품  
	                            직접거래
	                         중고나라 공식 앱 다운받기  편한 택배  퀵 신청하기 판 매 양 식아이디이메일싸이,블로그,타카페,타사이트 링크시 삭제 및 강퇴거주지역도,시,동까지 정확히 기재판매 제품명구입시기년,월 기재희망가격정확히 기재   3만~4만등의경매 유도글삭제 거래방법방문택배 신청하기,직거래, 택배, 안전거래상세설명 화웨이 y6 개봉만 한 새제품 8만원에 팝니다  문자주세요 위 항목을  거래금지 항목 포함  허위작성하거나 임의 삭제 또는 채우지 않을 경우 무통보 삭제될수 있습니다 ",y6 8gb,154000,huawei,102.59
2016-10-24  8 21 00 PM,82000.0,"액정 깨끗,상태 좋은 노트2 레드와인 8 2에 팔아요 노트2 skt 정상해지 노트2액정 깨끗  기능정상외관 양호단, 생활흔적 약간, 후면케이스 크렉- 케이스 끼우면 새것같음 구성- 본체,s펜,이어폰,충전기,케이블레드가 색상이 예뻐요가격- 8 2만성남지역  택배거래우선확인하시고 반품가능 문자문의",galaxy note 2 32gb,1089000,samsung,103.05
2017-03-20  3 36 00 PM,83000.0,"상태최상 갤럭시그랜드맥스 g720no 직접거래 갤럭시그랜드맥스 상태최상 판매합니다통신사 sk로 22개월 사용했습니다장상해지 공기기이며 5월까지는 선택약정불가이고 그이후 가능합니다기능상 전혀 문제 없으며액정팔름사용로 무기스입니다초기부터 케이스 사용으로 측면조차 무기스입니다전면부 상단 1mm정도 크롬벗겨짐하나 있습니다구성은 박스, 본체, 배터리2, 거치대, 젤리케이스입니다직거래기준 8 3만원이며장소는 파주 운정입니다택배는 미반품조건으로 선입금후 가능합니다",galaxy grand max 16gb,310000,samsung,95.96
2016-10-27  10 30 00 AM,85000.0,"엘지 k10  f670  s급 팝니다~ 
	                            직접거래
	                         엘지 k10  f670  통신사 lg u+구성품   본체,배터리가격   85,000잔기스도 거의 없고 액정 및 상태 아주 좋습니다~택배는 착불이구요~직거래는 부천 소사동입니다  댓글이나 톡을 못봐요~번으로 연락주세요",lg u 32gb,396000,lg,103.05
